#Wave		#Intensity
500.603516	246356.921875
498.753906	246306.890625
496.904297	246205.515625
495.054688	228287.562500
493.205078	216614.062500
491.353516	216690.781250
489.501953	216686.421875
487.650391	216790.062500
485.798828	216849.093750
483.947266	217352.109375
482.093750	217539.140625
480.240234	218230.609375
478.386719	218881.296875
476.533203	220489.078125
474.677734	222429.093750
472.824219	225925.000000
470.968750	231219.640625
469.113281	237872.656250
467.255859	240428.031250
465.400391	240993.296875
463.542969	241497.703125
461.685547	241849.765625
459.828125	240955.484375
457.970703	224148.890625
456.111328	204512.718750
454.251953	193489.609375
452.392578	190589.843750
450.533203	188876.984375
448.673828	187328.828125
446.812500	186422.281250
444.951172	185571.203125
443.089844	184724.515625
441.228516	183933.234375
439.367188	183217.484375
437.503906	182363.765625
435.640625	182353.140625
433.777344	181722.687500
431.914063	181753.765625
430.048828	181401.281250
428.185547	180851.859375
426.320313	180262.453125
424.455078	180119.562500
422.587891	179967.343750
420.722656	179824.546875
418.855469	179272.000000
416.988281	167243.484375
415.121094	157968.546875
413.251953	158090.312500
411.384766	157394.468750
409.515625	157826.656250
407.646484	157940.328125
405.777344	158556.718750
403.906250	159549.828125
402.037109	159064.218750
400.166016	157469.671875
398.294922	156419.578125
396.421875	155110.812500
394.550781	154587.828125
392.677734	154051.718750
390.804688	153550.546875
388.931641	152286.234375
387.058594	151839.015625
385.183594	151682.781250
383.308594	151363.906250
381.433594	151259.828125
379.558594	150479.921875
377.683594	150272.109375
375.806641	149440.781250
373.929688	149383.796875
372.052734	148800.750000
370.175781	148174.000000
368.298828	147976.187500
366.419922	148241.656250
364.541016	146862.234375
362.662109	147497.656250
360.783203	148350.921875
358.902344	149463.125000
357.021484	152130.375000
355.140625	152324.046875
353.259766	151358.796875
351.378906	147950.562500
349.496094	146011.656250
347.613281	144356.484375
345.730469	143571.718750
343.847656	142616.062500
341.964844	143148.562500
340.080078	141620.171875
338.195313	141886.015625
336.310547	141467.343750
334.425781	141011.718750
332.539063	140904.968750
330.654297	140191.187500
328.767578	139655.296875
326.878906	139441.562500
324.992188	139186.859375
323.105469	138700.500000
321.216797	138005.171875
319.328125	138024.921875
317.437500	137041.531250
315.548828	137000.609375
313.658203	136372.359375
311.769531	136157.015625
309.876953	136199.578125
307.986328	135626.109375
306.095703	134795.171875
304.203125	134276.406250
302.310547	133812.046875
300.417969	133952.765625
298.523438	133237.765625
296.630859	133146.203125
294.736328	132448.843750
292.841797	132031.531250
290.947266	131927.062500
289.050781	131147.312500
287.156250	131014.054688
285.259766	130523.562500
283.363281	130349.625000
281.464844	130256.140625
279.568359	129829.359375
277.669922	129714.937500
275.771484	128446.929688
273.873047	129675.820313
271.974609	129098.125000
270.074219	129424.812500
268.173828	129678.976563
266.273438	129768.585938
264.373047	129913.390625
262.470703	129433.539063
260.570313	128200.632813
258.667969	126977.468750
256.765625	127026.796875
254.861328	126604.468750
252.958984	126422.679688
251.054688	125642.171875
249.150391	125383.203125
247.246094	125462.976563
245.339844	125305.187500
243.435547	125286.531250
241.529297	124436.265625
239.623047	124594.828125
237.716797	124863.445313
235.808594	124496.187500
233.900391	125035.968750
231.992188	125489.015625
230.083984	125204.367188
228.175781	125409.648438
226.265625	125591.250000
224.357422	127157.750000
222.447266	128477.492188
220.535156	129797.953125
218.625000	130924.203125
216.712891	133253.203125
214.800781	134944.343750
212.888672	137757.718750
210.976563	138953.046875
209.062500	140311.171875
207.150391	140261.640625
205.236328	139805.921875
203.320313	138364.484375
201.406250	135734.296875
199.490234	133508.593750
197.574219	129663.093750
195.658203	126976.562500
193.742188	124366.867188
191.826172	121793.539063
189.908203	120127.507813
187.990234	117884.742188
186.072266	116500.500000
184.152344	115704.492188
182.234375	113613.992188
