,area,equivalent_diameter_area,orientation,axis_major_length,axis_minor_length,perimeter,intensity_min,intensity_mean,intensity_max
1,219976.0,529.2278735031463,2.8059874942789818,1264.611100216014,333.67521947834615,7420.436000524681,56.0,110.98662581372514,255.0
2,311792.0,630.0681741939247,30.374080517465845,1130.2410096111496,647.4475127542098,10351.839246267511,55.0,107.35481987991994,255.0
3,240.0,17.480774889473267,90.00003218077504,23.065125189341593,13.808210118138652,60.0,79.0,88.80416666666666,97.0
4,4306.0,74.04437507082905,-87.67969845660897,109.16650041987064,52.42197837683522,299.2132034355964,69.0,102.94310264746865,139.0
5,11689.0,121.99547958186531,-45.26487862865969,151.15916813926123,124.25400342185813,595.0538238691624,71.0,95.1153220976987,181.0
6,220.0,16.73656774376801,90.00003218077504,23.065125189341593,12.649110640673518,58.0,79.0,95.67272727272727,110.0
7,52242.0,257.9080849761294,-88.07098574152775,302.38541676490354,234.67124733079763,1572.2224381515857,62.0,105.54015925883388,210.0
8,1411.0,42.38562253431362,86.96972924500689,75.37672518385492,25.64771547542647,177.35533905932738,65.0,108.28206945428774,126.0
9,161521.0,453.4919233075361,-52.408099991155474,721.2236662924067,389.29705853344234,4708.868324581534,53.0,109.56136972901356,255.0
10,400.0,22.56758334191025,-45.00001609038752,23.065125189341593,23.065125189341593,76.0,79.0,89.3175,119.0
11,1694.0,46.44209070209227,75.61004460452196,50.55363256944419,43.31272330614776,166.14213562373095,74.0,120.74793388429752,255.0
12,19828.0,158.8892497716847,11.515412727897363,187.704019009063,138.64205577114132,566.3919189857867,71.0,123.21126689529957,226.0
13,460.0,24.201036973199617,-82.79668702689942,25.299281045823562,24.110945292797187,80.82842712474618,76.0,91.16956521739131,107.0
14,4752.0,77.78453777314289,-23.275498616745015,137.897791292081,46.53520080146729,374.2670273047588,66.0,103.32870370370371,150.0
15,6124.0,88.3024290263758,80.30521807753745,116.7411622695062,73.56950781894528,381.1543289325507,59.0,103.83474853037231,238.0
16,693.0,29.70446102021492,82.22281576949752,34.01095996601486,26.831733773681353,101.65685424949238,77.0,93.64502164502164,114.0
17,544.0,26.318098569918163,-71.40767230619917,27.619271819135587,26.02260217927298,88.82842712474618,74.0,94.55698529411765,129.0
18,613.0,27.937355653723827,-84.55004930673911,30.9440623343743,26.21787116693198,95.4142135623731,78.0,88.26753670473083,99.0
19,20711.0,162.38862094066184,-58.51799635025858,201.74680117772792,139.71626580444607,701.1025971044414,60.0,122.67819033363912,174.0
20,928.0,34.37391885593249,9.918266671308754,44.593596809369174,27.388282533871,123.07106781186548,77.0,92.04525862068965,121.0
21,1395.0,42.14462201640385,18.21204595738893,44.63778324139668,40.55006698742065,152.72792206135784,76.0,91.62007168458781,134.0
22,569.0,26.916041702938184,8.77981053602132,28.656783670504257,26.291314173508677,91.4142135623731,77.0,96.42179261862917,125.0
23,33054.0,205.14789765356133,74.29074971065863,224.61279602036433,208.04848496009956,1323.2863632885148,54.0,97.64343195982332,255.0
24,48830.0,249.34371251230297,-8.917611040491972,434.03386514188435,168.71379540291045,1805.938166904124,57.0,104.65035838623797,245.0
25,1264.0,40.1170136543742,47.84464044098507,66.57981750664582,29.711206049335566,179.89949493661166,79.0,88.91930379746836,101.0
26,792.0,31.755404570407364,12.50429178931715,36.230887016482015,28.597875579596668,109.07106781186548,78.0,91.16919191919192,103.0
27,544.0,26.318098569918163,-5.950298946071178,28.662099048620465,25.123128350726347,89.4142135623731,77.0,96.49448529411765,128.0
28,855.0,32.99423905394037,-74.73085280514866,40.3873049484192,27.98464646475275,117.65685424949238,77.0,91.56608187134503,110.0
29,767.0,31.25019569237719,-9.362629773275831,33.010776835136475,30.65180767751881,105.65685424949238,79.0,98.85136897001304,167.0
30,1645.0,45.76547881416016,-48.51696167487935,48.63697171267706,44.60433931267518,163.55634918610403,69.0,100.60911854103344,147.0
31,1322.0,41.02709687681892,45.193854120226135,50.75467247881553,34.25767816266655,149.79898987322335,69.0,98.89183055975795,117.0
32,1668.0,46.08430926701898,-78.2065943186987,56.000940201870996,39.832386868570424,172.14213562373092,72.0,96.32913669064749,159.0
33,876.0,33.396973533360814,-10.013230799388431,36.044845943772486,33.87205405835763,125.07106781186548,78.0,91.10616438356165,103.0
34,111741.0,377.1910125761904,12.247669520403067,708.7998377887328,288.2091709509803,2929.0134187980957,61.0,108.90359850010292,255.0
35,4955.0,79.42859651386729,-39.89558026716311,108.62956020516204,69.77641215077354,403.0538238691624,69.0,100.63551967709384,149.0
36,702.0,29.896724911001275,-25.223011645850782,37.57671072667918,25.4876119455686,110.48528137423858,69.0,95.9985754985755,114.0
37,9151.0,107.94172072869449,76.54006847511485,139.13049216816307,89.18875894402484,462.9533188057741,63.0,97.91683968965141,181.0
38,821.0,32.33155836373447,20.502704370837417,34.94435449464202,30.726724976702307,111.65685424949238,76.0,92.9768574908648,139.0
39,521.0,25.75573339679963,86.98152432104914,28.727554192510414,24.043857331413314,87.41421356237309,78.0,93.85412667946257,122.0
40,98349.0,353.8669749851751,-1.5304468879744926,462.13323474930803,406.11152538588397,3394.5037508062173,64.0,102.43108725050585,202.0
41,5013.0,79.89211373945098,13.48266043775089,99.20041325333356,65.83187367632401,312.12489168102786,74.0,99.44763614602034,135.0
42,2130.0,52.07686847618525,-35.9914016527267,67.18007606157119,41.61983590820944,195.69848480983498,71.0,99.3,150.0
43,681.0,29.44615645486938,13.572647137210934,32.10787289759641,27.955117493352507,100.24264068711929,73.0,94.00440528634361,112.0
44,1606.0,45.21971593060566,-28.836697613282855,59.549693811861836,36.64092139386741,174.6274169979695,73.0,90.6425902864259,116.0
45,1340.0,41.30545956583848,3.6483292766813236,45.50966990864835,39.04028336421033,148.48528137423858,74.0,90.09626865671642,104.0
46,220.0,16.73656774376801,0.0,23.065125189341593,12.649110640673518,58.0,79.0,91.07727272727273,104.0
47,440.0,23.66908109081279,0.0,25.37715508089904,23.065125189341593,80.0,79.0,96.8,186.0
48,560.0,26.702324712498182,0.0,32.31098884280702,23.065125189341593,92.0,79.0,92.41607142857143,116.0
49,527.0,25.903614421069328,-46.30141463344622,26.58314856939293,26.31671427618203,87.4142135623731,79.0,96.20493358633776,132.0
50,7823.0,99.80256989909218,1.3997733278872264,187.13982804943117,58.14165726082281,511.9411254969543,76.0,96.64195321487921,130.0
51,665.0,29.098183744847088,4.923912946273656,32.062382104256564,27.446804873224586,98.24264068711929,67.0,91.74887218045113,112.0
52,6232.0,89.07765624885701,-83.54228517635043,120.40851926377755,72.08018595383768,416.5685424949238,74.0,98.69736842105263,255.0
53,165423.0,458.93692944534854,-55.05602531876841,791.8680302143767,377.36480098204066,4846.892711199174,55.0,106.03945642383465,245.0
54,440.0,23.66908109081279,90.00003218077504,25.37715508089904,23.065125189341593,80.0,78.0,92.48636363636363,146.0
55,1608.0,45.247863904654565,-15.414308119781117,48.76155816662461,44.75051867504713,167.89949493661166,77.0,96.56965174129353,132.0
56,540.0,26.221162334209897,2.1862757868456804,29.817954919109297,23.97399404001589,88.82842712474618,78.0,94.57777777777778,125.0
57,614.0,27.96013377055607,-45.77417881018631,28.74046209239181,28.153382829298533,94.24264068711928,74.0,89.44951140065146,101.0
58,4392.0,74.78013158905803,-57.504351724888316,145.2526222276364,41.91988681018566,393.01219330881975,74.0,91.46971766848816,127.0
59,2006.0,50.53828773057845,71.24740685830521,61.69437542475126,42.98515287532794,187.4558441227157,65.0,101.96709870388834,142.0
60,1223.0,39.46101827387509,76.09614180785769,46.83829369018333,34.61425309383795,144.72792206135784,72.0,91.45952575633687,108.0
61,90578.0,339.599015727404,-27.188273517897127,636.3962328636903,286.0752256394765,3439.6093065034893,58.0,106.92776391618274,178.0
62,895.0,33.757212452126,-13.964208859638562,39.01209153347435,29.857192626500602,119.65685424949238,74.0,95.35977653631285,121.0
63,2144.0,52.247732811215734,-2.1440248889157663,77.3000177843084,36.818103160062684,212.62741699796953,77.0,97.6893656716418,155.0
64,4517.0,75.83681839033551,80.50265456402595,105.10325946371229,67.20210756512078,355.45584412271575,76.0,92.74274961257471,158.0
65,1128.0,37.89741688375691,-3.3406494206892057,51.44616061469139,28.988956204025975,135.07106781186548,74.0,94.27127659574468,119.0
66,9615.0,110.64446765486555,-15.930963934141033,264.43575876748787,53.16553463154286,626.5512985522207,72.0,97.76495059802392,207.0
67,563.0,26.77375326109316,-85.16690596764184,29.726981074991155,25.022542482603132,90.8284271247462,79.0,93.00710479573712,112.0
68,1062.0,36.772005609005646,-8.99926737212362,39.60809846738635,35.85048855695234,131.89949493661166,74.0,96.8286252354049,154.0
69,602.0,27.685559519911603,-66.99226058504297,29.82677048565971,26.45026313009414,94.24264068711929,77.0,89.98172757475083,105.0
70,16978.0,147.02741577853294,-37.407469648051304,209.8480705195661,139.89196232776416,875.0782104868018,64.0,102.69242549181294,163.0
71,46144.0,242.38887258341575,-16.799123064063437,303.1783668805899,235.88260037709873,1860.8670990922585,57.0,114.18262395977808,255.0
72,521.0,25.75573339679963,6.025594686769462,40.850900899848945,17.08417044981354,99.65685424949237,69.0,90.7447216890595,110.0
73,1669.0,46.09812143854657,39.14830481772687,71.4429721105905,34.630694994681484,208.72792206135787,73.0,94.93109646494906,149.0
74,5571.0,84.22124140452686,43.19223046814662,109.15165844456148,67.62306747883703,337.29646455628165,71.0,97.85119368156525,136.0
75,1084.0,37.150930896720695,-24.228456188365794,42.25845795675294,34.033946610326446,132.48528137423858,77.0,98.42712177121771,187.0
76,35607.0,212.92308580655347,14.877997275987752,356.2517118874359,149.85515430033865,1127.6955262170047,65.0,113.69668885331537,232.0
77,2982.0,61.61818175181945,-63.50541241777743,94.39245910478655,44.27133367536944,265.49747468305833,69.0,96.40107310529845,218.0
78,6744.0,92.66459674381548,-86.2973718134856,113.09328267604293,78.44474353658727,359.25483399593907,74.0,96.11862396204033,129.0
79,2541.0,56.87971240409051,-3.5411227958704465,91.77833806593546,40.855821832498414,259.2132034355964,77.0,95.37662337662337,169.0
80,2131.0,52.089091658720946,18.047365332224242,72.40515363464645,38.935773495376935,199.94112549695427,69.0,97.353824495542,119.0
81,420.0,23.12489154112443,90.00003218077504,24.221202832779934,23.065125189341593,78.0,79.0,89.66666666666667,101.0
82,11829.0,122.72387939872273,74.775589265662,154.2660107282433,102.81846227825598,541.6812408671319,65.0,99.4948009130104,255.0
83,453.0,24.016192740836935,3.02084931938442,35.98673932579656,16.550576057341246,87.07106781186548,69.0,94.49006622516556,125.0
84,5715.0,85.30277837304864,-61.88412541284059,96.48041306353286,88.09573158941654,364.5685424949238,64.0,99.23272090988627,165.0
85,1554.0,44.48161701780234,-16.917842434122207,65.02100985498178,32.11763185857121,173.55634918610403,75.0,96.16537966537966,115.0
86,400.0,22.56758334191025,-45.00001609038752,23.065125189341593,23.065125189341593,76.0,77.0,99.225,170.0
87,1895.0,49.120147976905905,9.648643275123762,53.44617783563502,46.836878259306665,183.79898987322332,77.0,94.98997361477572,121.0
88,1955.0,49.89171584499017,-31.15896653210546,56.135804714856754,46.260151741849356,180.76955262170048,74.0,107.37851662404093,156.0
89,8094.0,101.51650543180851,-0.2736969995872951,138.46433634012848,80.6724210528661,470.26702730475876,76.0,97.8985668396343,165.0
90,25563.0,180.41015071792654,80.87602738819332,338.24673967561813,134.87491606434605,1496.0792565073284,69.0,106.50091929742206,252.0
91,1902.0,49.2107875783987,9.709939457316434,65.32876923524223,38.32836441993865,182.72792206135787,77.0,97.16719242902208,132.0
92,1399.0,42.20500116200085,81.63264113918734,46.10265622179483,39.71217708868868,148.0416305603426,77.0,98.87205146533238,135.0
