Created as New Dataset;Sample 058 By Administrator Date donderdag, februari 26 2026
cm-1;%T
3025,00;122,36
3024,00;124,97
3023,00;122,04
3022,00;114,42
3021,00;102,15
3020,00;85,54
3019,00;65,08
3018,00;42,33
3017,00;17,50
3016,00;-8,17
3015,00;-31,94
3014,00;-56,84
3013,00;-78,89
3012,00;-94,96
3011,00;-109,95
3010,00;-119,61
3009,00;-124,26
3008,00;-124,02
3007,00;-118,39
3006,00;-108,05
3005,00;-93,02
3004,00;-74,80
3003,00;-53,30
3002,00;-28,80
3001,00;-3,41
3000,00;21,97
2999,00;46,40
2998,00;68,95
2997,00;88,76
2996,00;104,90
2995,00;116,44
2994,00;122,99
2993,00;124,83
2992,00;121,68
2991,00;113,27
2990,00;100,09
2989,00;82,49
2988,00;62,13
2987,00;39,70
2986,00;14,32
2985,00;-11,42
2984,00;-36,30
2983,00;-59,55
2982,00;-80,70
2981,00;-98,65
2980,00;-112,03
2979,00;-120,81
2978,00;-124,98
2977,00;-123,60
2976,00;-117,06
2975,00;-105,89
2974,00;-90,26
2973,00;-71,46
2972,00;-48,98
2971,00;-24,59
2970,00;0,92
2969,00;25,93
2968,00;49,97
2967,00;72,20
2966,00;91,35
2965,00;106,54
2964,00;117,67
2963,00;123,59
2962,00;124,87
2961,00;120,80
2960,00;111,76
2959,00;97,81
2958,00;80,33
2957,00;59,12
2956,00;35,68
2955,00;10,86
2954,00;-14,61
2953,00;-39,48
2952,00;-62,89
2951,00;-83,16
2950,00;-100,64
2949,00;-113,55
2948,00;-121,66
2947,00;-124,88
2946,00;-122,81
2945,00;-115,79
2944,00;-103,96
2943,00;-87,42
2942,00;-67,99
2941,00;-45,17
2940,00;-20,89
2939,00;4,72
2938,00;29,79
2937,00;53,69
2936,00;75,40
2935,00;93,92
2934,00;108,76
2933,00;118,92
2932,00;123,96
2931,00;124,40
2930,00;119,54
2929,00;109,46
2928,00;95,42
2927,00;77,15
2926,00;55,94
2925,00;32,29
2924,00;7,48
2923,00;-17,67
2922,00;-42,11
2921,00;-64,99
2920,00;-85,09
2919,00;-101,96
2918,00;-114,53
2917,00;-122,37
2916,00;-124,97
2915,00;-122,46
2914,00;-114,96
2913,00;-102,49
2912,00;-85,91
2911,00;-65,84
2910,00;-42,98
2909,00;-18,33
2908,00;7,17
2907,00;32,06
2906,00;55,89
2905,00;77,61
2904,00;95,72
2903,00;109,76
2902,00;119,74
2901,00;124,38
2900,00;124,14
2899,00;118,88
2898,00;108,03
2897,00;93,17
2896,00;74,38
2895,00;52,63
2894,00;28,62
2893,00;3,62
2892,00;-21,63
2891,00;-46,12
2890,00;-68,65
2889,00;-88,29
2888,00;-104,43
2887,00;-116,32
2886,00;-123,17
2885,00;-125,02
2884,00;-121,33
2883,00;-112,83
2882,00;-100,12
2881,00;-82,74
2880,00;-62,22
2879,00;-39,01
2878,00;-14,09
2877,00;11,19
2876,00;36,36
2875,00;60,03
2874,00;80,87
2873,00;98,43
2872,00;112,02
2871,00;120,81
2870,00;124,71
2869,00;123,54
2868,00;117,13
2867,00;105,62
2866,00;90,36
2865,00;70,77
2864,00;48,65
2863,00;24,61
2862,00;-0,57
2861,00;-25,68
2860,00;-49,76
2859,00;-71,60
2858,00;-90,95
2857,00;-106,15
2856,00;-117,40
2855,00;-123,51
2854,00;-124,79
2853,00;-120,82
2852,00;-111,77
2851,00;-98,25
2850,00;-80,53
2849,00;-59,47
2848,00;-35,91
2847,00;-11,16
2846,00;13,93
2845,00;38,73
2844,00;62,10
2843,00;82,78
2842,00;99,89
2841,00;113,16
2840,00;121,41
2839,00;124,85
2838,00;122,82
2837,00;116,06
2836,00;104,37
2835,00;88,20
2834,00;68,39
2833,00;45,99
2832,00;21,52
2831,00;-3,82
2830,00;-28,86
