5, 143
5.01, 164
5.02, 137
5.03, 184
5.04, 152
5.05, 174
5.06, 149
5.07, 162
5.08, 151
5.09, 151
5.1, 149
5.11, 153
5.12, 161
5.13, 169
5.14, 151
5.15, 166
5.16, 158
5.17, 140
5.18, 152
5.19, 156
5.2, 188
5.21, 152
5.22, 150
5.23, 151
5.24, 155
5.25, 145
5.26, 153
5.27, 125
5.28, 173
5.29, 168
5.3, 165
5.31, 176
5.32, 162
5.33, 175
5.34, 153
5.35, 174
5.36, 175
5.37, 161
5.38, 169
5.39, 141
5.4, 140
5.41, 161
5.42, 151
5.43, 159
5.44, 171
5.45, 145
5.46, 152
5.47, 154
5.48, 148
5.49, 153
5.5, 169
5.51, 152
5.52, 130
5.53, 168
5.54, 181
5.55, 141
5.56, 152
5.57, 153
5.58, 154
5.59, 152
5.6, 168
5.61, 136
5.62, 162
5.63, 164
5.64, 158
5.65, 160
5.66, 170
5.67, 147
5.68, 171
5.69, 138
5.7, 172
5.71, 177
5.72, 182
5.73, 163
5.74, 167
5.75, 146
5.76, 168
5.77, 168
5.78, 167
5.79, 156
5.8, 155
5.81, 137
5.82, 175
5.83, 155
5.84, 143
5.85, 165
5.86, 164
5.87, 143
5.88, 155
5.89, 164
5.9, 154
5.91, 152
5.92, 153
5.93, 165
5.94, 182
5.95, 167
5.96, 164
5.97, 180
5.98, 181
5.99, 149
6, 176
6.01, 156
6.02, 144
6.03, 150
6.04, 160
6.05, 165
6.06, 155
6.07, 183
6.08, 147
6.09, 170
6.1, 172
6.11, 166
6.12, 145
6.13, 182
6.14, 176
6.15, 176
6.16, 160
6.17, 165
6.18, 156
6.19, 162
6.2, 185
6.21, 190
6.22, 182
6.23, 159
6.24, 171
6.25, 166
6.26, 156
6.27, 170
6.28, 166
6.29, 173
6.3, 178
6.31, 143
6.32, 163
6.33, 168
6.34, 168
6.35, 168
6.36, 152
6.37, 172
6.38, 160
6.39, 181
6.4, 172
6.41, 182
6.42, 158
6.43, 193
6.44, 186
6.45, 159
6.46, 159
6.47, 159
6.48, 161
6.49, 161
6.5, 169
6.51, 175
6.52, 184
6.53, 159
6.54, 169
6.55, 166
6.56, 168
6.57, 169
6.58, 155
6.59, 176
6.6, 170
6.61, 177
6.62, 156
6.63, 144
6.64, 166
6.65, 166
6.66, 173
6.67, 170
6.68, 176
6.69, 187
6.7, 164
6.71, 172
6.72, 165
6.73, 175
6.74, 170
6.75, 168
6.76, 166
6.77, 152
6.78, 183
6.79, 174
6.8, 167
6.81, 174
6.82, 172
6.83, 188
6.84, 169
6.85, 154
6.86, 189
6.87, 175
6.88, 191
6.89, 162
6.9, 159
6.91, 167
6.92, 171
6.93, 179
6.94, 194
6.95, 185
6.96, 167
6.97, 154
6.98, 195
6.99, 159
7, 153
7.01, 156
7.02, 150
7.03, 172
7.04, 139
7.05, 176
7.06, 190
7.07, 177
7.08, 185
7.09, 154
7.1, 160
7.11, 163
7.12, 173
7.13, 165
7.14, 155
7.15, 190
7.16, 173
7.17, 192
7.18, 164
7.19, 172
7.2, 201
7.21, 186
7.22, 164
7.23, 174
7.24, 174
7.25, 172
7.26, 167
7.27, 179
7.28, 201
7.29, 178
7.3, 189
7.31, 174
7.32, 178
7.33, 193
7.34, 183
7.35, 175
7.36, 182
7.37, 177
7.38, 195
7.39, 184
7.4, 170
7.41, 158
7.42, 182
7.43, 163
7.44, 181
7.45, 195
7.46, 203
7.47, 179
7.48, 204
7.49, 190
7.5, 173
7.51, 207
7.52, 179
7.53, 186
7.54, 166
7.55, 202
7.56, 194
7.57, 186
7.58, 177
7.59, 176
7.6, 183
7.61, 177
7.62, 200
7.63, 184
7.64, 201
7.65, 177
7.66, 188
7.67, 159
7.68, 188
7.69, 159
7.7, 178
7.71, 177
7.72, 163
7.73, 184
7.74, 185
7.75, 193
7.76, 198
7.77, 211
7.78, 209
7.79, 168
7.8, 186
7.81, 188
7.82, 166
7.83, 212
7.84, 192
7.85, 188
7.86, 178
7.87, 195
7.88, 179
7.89, 182
7.9, 182
7.91, 199
7.92, 176
7.93, 196
7.94, 167
7.95, 192
7.96, 156
7.97, 180
7.98, 206
7.99, 183
8, 178
8.01, 191
8.02, 174
8.03, 181
8.04, 196
8.05, 188
8.06, 174
8.07, 173
8.08, 196
8.09, 166
8.1, 182
8.11, 191
8.12, 167
8.13, 168
8.14, 190
8.15, 190
8.16, 188
8.17, 210
8.18, 196
8.19, 197
8.2, 191
8.21, 195
8.22, 181
8.23, 179
8.24, 176
8.25, 201
8.26, 188
8.27, 199
8.28, 211
8.29, 195
8.3, 186
8.31, 192
8.32, 183
8.33, 179
8.34, 204
8.35, 190
8.36, 182
8.37, 189
8.38, 195
8.39, 178
8.4, 202
8.41, 210
8.42, 176
8.43, 210
8.44, 184
8.45, 201
8.46, 193
8.47, 179
8.48, 181
8.49, 190
8.5, 201
8.51, 180
8.52, 152
8.53, 175
8.54, 165
8.55, 166
8.56, 174
8.57, 189
8.58, 176
8.59, 180
8.6, 161
8.61, 186
8.62, 180
8.63, 188
8.64, 174
8.65, 177
8.66, 191
8.67, 196
8.68, 189
8.69, 178
8.7, 159
8.71, 182
8.72, 197
8.73, 169
8.74, 179
8.75, 189
8.76, 178
8.77, 170
8.78, 180
8.79, 177
8.8, 186
8.81, 178
8.82, 183
8.83, 192
8.84, 182
8.85, 169
8.86, 171
8.87, 153
8.88, 170
8.89, 179
8.9, 198
8.91, 162
8.92, 174
8.93, 187
8.94, 192
8.95, 211
8.96, 202
8.97, 193
8.98, 190
8.99, 184
9, 173
9.01, 173
9.02, 210
9.03, 176
9.04, 173
9.05, 197
9.06, 170
9.07, 178
9.08, 186
9.09, 189
9.1, 202
9.11, 179
9.12, 182
9.13, 178
9.14, 195
9.15, 174
9.16, 159
9.17, 194
9.18, 197
9.19, 188
9.2, 193
9.21, 175
9.22, 202
9.23, 185
9.24, 171
9.25, 183
9.26, 177
9.27, 193
9.28, 179
9.29, 182
9.3, 186
9.31, 182
9.32, 192
9.33, 201
9.34, 187
9.35, 192
9.36, 200
9.37, 206
9.38, 195
9.39, 155
9.4, 193
9.41, 175
9.42, 175
9.43, 194
9.44, 197
9.45, 188
9.46, 202
9.47, 174
9.48, 194
9.49, 216
9.5, 178
9.51, 184
9.52, 195
9.53, 186
9.54, 185
9.55, 198
9.56, 180
9.57, 183
9.58, 158
9.59, 192
9.6, 209
9.61, 190
9.62, 186
9.63, 196
9.64, 188
9.65, 178
9.66, 188
9.67, 189
9.68, 165
9.69, 176
9.7, 200
9.71, 199
9.72, 183
9.73, 183
9.74, 199
9.75, 191
9.76, 211
9.77, 188
9.78, 169
9.79, 188
9.8, 171
9.81, 212
9.82, 189
9.83, 197
9.84, 180
9.85, 229
9.86, 199
9.87, 183
9.88, 179
9.89, 181
9.9, 199
9.91, 172
9.92, 185
9.93, 192
9.94, 184
9.95, 206
9.96, 181
9.97, 191
9.98, 202
9.99, 211
10, 192
10.01, 181
10.02, 174
10.03, 212
10.04, 175
10.05, 196
10.06, 207
10.07, 178
10.08, 179
10.09, 198
10.1, 195
10.11, 211
10.12, 194
10.13, 189
10.14, 172
10.15, 181
10.16, 193
10.17, 169
10.18, 186
10.19, 191
10.2, 191
10.21, 207
10.22, 200
10.23, 188
10.24, 190
10.25, 178
10.26, 192
10.27, 180
10.28, 180
10.29, 178
10.3, 200
10.31, 194
10.32, 183
10.33, 196
10.34, 217
10.35, 209
10.36, 169
10.37, 192
10.38, 177
10.39, 186
10.4, 191
10.41, 198
10.42, 206
10.43, 201
10.44, 200
10.45, 171
10.46, 186
10.47, 177
10.48, 175
10.49, 169
10.5, 204
10.51, 192
10.52, 170
10.53, 190
10.54, 165
10.55, 194
10.56, 172
10.57, 172
10.58, 200
10.59, 190
10.6, 175
10.61, 174
10.62, 166
10.63, 157
10.64, 167
10.65, 189
10.66, 196
10.67, 197
10.68, 194
10.69, 206
10.7, 176
10.71, 182
10.72, 184
10.73, 184
10.74, 208
10.75, 171
10.76, 195
10.77, 167
10.78, 210
10.79, 192
10.8, 200
10.81, 166
10.82, 198
10.83, 197
10.84, 199
10.85, 202
10.86, 207
10.87, 203
10.88, 175
10.89, 165
10.9, 193
10.91, 186
10.92, 208
10.93, 189
10.94, 202
10.95, 206
10.96, 189
10.97, 194
10.98, 206
10.99, 178
11, 193
11.01, 185
11.02, 168
11.03, 195
11.04, 198
11.05, 207
11.06, 181
11.07, 196
11.08, 176
11.09, 188
11.1, 173
11.11, 207
11.12, 190
11.13, 188
11.14, 189
11.15, 199
11.16, 200
11.17, 193
11.18, 208
11.19, 213
11.2, 165
11.21, 167
11.22, 197
11.23, 200
11.24, 188
11.25, 202
11.26, 192
11.27, 202
11.28, 186
11.29, 196
11.3, 209
11.31, 223
11.32, 218
11.33, 203
11.34, 201
11.35, 210
11.36, 191
11.37, 192
11.38, 184
11.39, 173
11.4, 196
11.41, 182
11.42, 188
11.43, 198
11.44, 178
11.45, 198
11.46, 204
11.47, 171
11.48, 217
11.49, 192
11.5, 188
11.51, 189
11.52, 191
11.53, 192
11.54, 181
11.55, 190
11.56, 185
11.57, 218
11.58, 193
11.59, 192
11.6, 173
11.61, 217
11.62, 202
11.63, 189
11.64, 194
11.65, 220
11.66, 197
11.67, 195
11.68, 191
11.69, 196
11.7, 211
11.71, 191
11.72, 200
11.73, 206
11.74, 181
11.75, 182
11.76, 188
11.77, 213
11.78, 197
11.79, 213
11.8, 198
11.81, 197
11.82, 217
11.83, 183
11.84, 189
11.85, 185
11.86, 208
11.87, 205
11.88, 186
11.89, 189
11.9, 188
11.91, 216
11.92, 183
11.93, 203
11.94, 181
11.95, 208
11.96, 192
11.97, 192
11.98, 203
11.99, 213
12, 212
12.01, 208
12.02, 208
12.03, 210
12.04, 194
12.05, 213
12.06, 198
12.07, 219
12.08, 224
12.09, 216
12.1, 208
12.11, 186
12.12, 198
12.13, 188
12.14, 199
12.15, 178
12.16, 220
12.17, 217
12.18, 194
12.19, 228
12.2, 235
12.21, 214
12.22, 194
12.23, 218
12.24, 202
12.25, 180
12.26, 216
12.27, 200
12.28, 215
12.29, 218
12.3, 195
12.31, 201
12.32, 224
12.33, 201
12.34, 207
12.35, 186
12.36, 247
12.37, 202
12.38, 214
12.39, 182
12.4, 225
12.41, 198
12.42, 201
12.43, 224
12.44, 222
12.45, 207
12.46, 203
12.47, 222
12.48, 196
12.49, 202
12.5, 199
12.51, 183
12.52, 192
12.53, 219
12.54, 190
12.55, 202
12.56, 189
12.57, 178
12.58, 223
12.59, 196
12.6, 198
12.61, 225
12.62, 222
12.63, 204
12.64, 209
12.65, 198
12.66, 200
12.67, 187
12.68, 186
12.69, 220
12.7, 200
12.71, 217
12.72, 215
12.73, 203
12.74, 210
12.75, 239
12.76, 219
12.77, 210
12.78, 209
12.79, 214
12.8, 224
12.81, 221
12.82, 186
12.83, 181
12.84, 213
12.85, 195
12.86, 211
12.87, 242
12.88, 211
12.89, 193
12.9, 227
12.91, 201
12.92, 214
12.93, 228
12.94, 203
12.95, 199
12.96, 191
12.97, 215
12.98, 212
12.99, 211
13, 211
13.01, 223
13.02, 201
13.03, 188
13.04, 177
13.05, 228
13.06, 231
13.07, 219
13.08, 208
13.09, 225
13.1, 191
13.11, 206
13.12, 201
13.13, 188
13.14, 204
13.15, 199
13.16, 218
13.17, 212
13.18, 212
13.19, 212
13.2, 236
13.21, 229
13.22, 225
13.23, 234
13.24, 214
13.25, 241
13.26, 208
13.27, 209
13.28, 190
13.29, 190
13.3, 197
13.31, 193
13.32, 197
13.33, 220
13.34, 179
13.35, 191
13.36, 222
13.37, 199
13.38, 224
13.39, 200
13.4, 204
13.41, 208
13.42, 225
13.43, 228
13.44, 218
13.45, 191
13.46, 228
